question_id,perturbed
Q00374,Mohon aset sebutkan usaha yang dihasilkant di tempat tinggal.
Q00375,lahuan terkini jumlah Berapa pertanian dalam bulan ini?
Q00376,Berapa keselauruhan jumlah terakhir dalam seminggu kerja ini?
Q00377,Apa jenis dalam panen dimiliki rumah tangga hasibl wilayah ini?
Q00378,Baigaimana kondisi dimiliki rumah yang fasilitas di lalu?
Q00379,sumber tangga dilakukan rumah penerangan selama rbumah tangga ini?
Q00380,Berapa estimasi fasilitas rumah lalu dikelola pada yanug tersebut?
Q00381,Bisakah Anda menyebutkan ascet usaha yang terakhir? seminggu keseluruhan
Q00382,Berapa terkini jdalam aset jumlah tahun berjalan ini?
Q00383,Berapa estimasi yang pangan konsumsi tersedia pada usdaha tersebut?
Q00384,dalam konsumsi pangan yang dikeloyla terdapat aktivitas sehari-hari?
Q00385,Berapa aktual jumlah lalu usaha bulan alset ini?
Q00386,pangan aktual jumlah konsumsi Berapa dalamw ini ini?
Q00387,Bisakah Anda menyebutkan yang usaha kegiatan terkait periode wsebelumnya?
Q00388,estimasi voltume produksi tersebut? dihasilkan pada aktivitas sehari-hari yang
Q00389,Mohon sebutkan fasilitas yang rumah di dikelola tangga iini.
Q00390,di kondisi pangan yang dihasilkan Bagaiimana aktivitas sehari-hari?
Q00391,di lahan pertannian yang dilakukan Bagaimana wilayah ini?
Q00392,Apafkah tangga dimiliki tempat pangan selama lingkungan konsumsi tinggal?
Q00393,Seberapa volume produksi pada dilakukan yang buulan lalu?
Q00394,unxtuk mana panen digunakan Sejauh aktivitas sehari-hari?
Q00395,tahun mana lahan pertanian untuk Sejiauh berjalan?
Q00396,Apakah rumah dihasilkan tangga tenaga kerja selamka rumah ini?
Q00397,Apakah rumah tangga tempat asety usaha lingkungan dimiliki tinggal?
Q00398,Apa jeunis terakhir? penerangan yang rumah tangga dalam seminggu sumber
Q00399,Seberapa banyak kaegiatan yang dialami pada sebelumnya? periode
Q00400,menyebutkan Anda Bisakah volume pqroduksi yang rata-rata terkait Anda?
Q00401,panen rumah tangga tersedia kendaraan rumah selama musim Apakah tejrakhir?
Q00402,Mohon sebutkan aset yang ini. di rumah tfangga digunakan
Q00403,Apakah rumah tangga tersedia cusaha musim selama panen terakhir?
Q00404,Apakah rumah tangga dilakukan haxsil panen ini? selama
Q00405,Apa rumah tenaga kerja yang dialami jenis tangga dalvam aktivitas
Q00406,Mohon lalu. konsumfsi pangan diperoleh di bulan sebutkan
Q00407,Adpakah rumah dialami anggota keluarga selama tinggal? tempat lingkungan
Q00408,Seberapa banyak konsumsi pangan yang ingi? wilayah pada
Q00409,Bisakah yang menyebutkan konsumsi pangan Anhda terkait bulan lalu?
Q00410,Bagaimana kondisi volume produksi digunakan yang di lingkunrgan tempat
Q00411,Bisakah Anda menyebutkan tenaga kerja yang terkaipt rata-rata wilayah
Q00412,Berapa jumlah terkini jam kerja dalam muhsim panen ini?
Q00413,yang banyak konsumsi Seberapa dimiliki pada ulingkungan tempat tinggal?
Q00414,dihasilkan terdapat kerja yang Apakah dalam lingkungan tempat tinggali?
Q00415,Seberapa banygak wilayah yang dimiliki pada alat ini?
Q00416,Sejauwh mana usaha digunakan untuk lingkungan tinggal? tempat
Q00417,Sejauh mana alat sehari-hahri? digunakan untuk pertanian
Q00418,sumber rumah wtangga Apakah penerangan selama rumah tangga ini?
Q00419,Bagaimana kondisi kendaraan rumah tangga seminggum di yang terakhir?
Q00420,Apakah alat tangga rumah pertanian selama wiltayah ini?
Q00421,Berapa estimasi pengeluaran tersebut? tangbga yang dihasilkan pada lingkungan tempat rumah
Q00422,Apa jenis terakihir? kerja yang tersedia rumah dalam seminggu tenaga
Q00423,Bagaimana yang kegiatayn usaha kondisi dikelola usaha Anda?
Q00424,Bagaimana kondisi konsumsi pangan yang di sehari-hari? aktlivitas
Q00425,Apa jenils anggota keluarga dalam dicatat tangga yang tahun berjalan?
Q00426,rumah Apakah tangga dikelola alat pertanian tahun berjalatn?
Q00427,Seberapa banyak digunakan rumah yang pengewluaran pada seminggu terakhir?
Q00428,Sejauh digunakan sumber penerangasn mana untuk aktivitas
Q00429,Berapa estimasi lahan pertanian lalu vtersedia pada yang tersebut?
Q00430,Seberapa banyak pengeluaran rumah pada yang dihasilkan tanjgga musim panen
Q00431,Apakah tahun sumber air minum digunakan dalam terdapat berrjalan?
Q00432,dimiliki kegiyatan usaha yang terdapat dalam wilayah ini?
Q00433,dlialami rumah tangga Apakah lahan selama seminggu terakhir?
Q00434,yang hasiwl panen kondisi dialami di usaha Anda?
Q00435,yang sebutkran panen Mohon digunakan di rumah tangga ini.
Q00436,Apa seminggu tenaga kerja yang diperoleh rumah dalam jernis terakhir?
Q00437,bulan sebutkan pertanian yang digunakayn di Mohon lalu.
Q00438,Berapa estimasi kegiatamn pada yang dicatat usaha ini tersebut?
Q00439,Bisakah Anda kerja tenaga menmyebutkan yang perkiraan terkait musim terakhir?
Q00440,Apakahg aset dicatat rumah usaha selama wilayah ini?
Q00441,Berapa estsimasi jam yang dicatat pada musim terakhir panen tersebut?
Q00442,Apakah sumber tangjga dilakukan rumah penerangan periode sebelumnya?
Q00443,Apa jenis tenaga kerja yang rumah berjalan? dalamm tahun tangga
Q00444,Bagaimsana kondisi lahan pertanian bulan dilakukan di yang
Q00445,Sejauh mana tenaga kerja digdunakan untuk tinggal? tempat
Q00446,Apakah terdapaat panen panen yang dicatat dalam hasil terakhir?
Q00447,Sejauh mana untuk kerja diguynakan tenaga wilayah
Q00448,banyak volume produksij yang seminggu pada diterima terakhir?
Q00449,dalam jumlah fasilitas rumah rata-rata sweminggu terakhir ini?
Q00450,Berapa estimasi panen rumah yang dilakukan phada musim fasilitas tersebut?
Q00451,sebutkan Molhon anggota keluarga yang dicatat di terakhir.
Q00452,Bisakah Anda menyebutkan pengeluaran tangga yang wilayah terkait terkioni ini?
Q00453,Bisakah Anda menyebutkfan yang penerangan dominan terkait tahun berjalan?
Q00454,Mohon hasil sebutkan panexn yang diterima di wilayah
Q00455,Bisakah Anda menyebutkwan tenaga kerja lalu? tercatat terkait yang
Q00456,Apa yang jam jenis dialami rumah utangga dalam tahun berjalan?
Q00457,Apa jenis sumber air minum dalam dimiliki rumah tangga byang tahun
Q00458,cBerapa aktual jumlah anggota keluarga Anda dalam ini?
Q00459,sehari-hari? tenaga kerja yang diperolxeh pada aktivitas banyak
Q00460,sumbear tercatat Berapa penerangan dalam aktivitas sehari-hari ini?
Q00461,Bisakah Anda dominan hrumah tangga yang menyebutkan terkait usaha Anda?
Q00462,Apakah habsil panen yang lalu? dalam bulan dimiliki
Q00463,Anda menyeblutkan aset usaha rumah dominan terkait yang tangga ini?
Q00464,bulan terdapat hasil yang digunakan dalam Apabkah lalu?
Q00465,Sejauh mana sumber air termakhir? digunakan seminggu minum
Q00466,Sejauh pertanian alat mana digunbakan untuk rumah tangga
Q00467,dfialami kondisi tenaga kerja yang Bagaimana di musim terakhir?
Q00468,Seberapa volume produksi lalu? dimiliki pada buluan yang
Q00469,lalu estimasi kegiatan usaha dimiliki pada bulan Berapa terjsebut?
Q00470,Apakah tearsedia tangga rumah sumber air minum selama rumah tangga
Q00471,tinggal. sumber penaerangan yang diperoleh di lingkungan tempat Mohon
Q00472,jenis sumber air dalam yang tersedia rumah tangga minqum musim panen terakhir?
Q00473,Bisakah Anda perkiraagn sumber penerangan yang menyebutkan wilayah ini?
Q00474,musim jenis sumber penerangan yang dilakukan rumah dalanm Apa panen terakhir?
Q00475,dilakukan kondisi hasil yang Bagaimana di fmusim panen terakhir?
Q00476,Bisakah Anda menyebutkan konsumsi pangan Andoa? tercatat usaha yang
Q00477,Seberapay yang jam banyak tersedia pada lingkungan tempat tinggal?
Q00478,Berapa jumlah usaha kegiatan dalam akytivitas sehari-hari ini?
Q00479,Bagaimana kondisi lahan pertnanian musim dihasilkan di yang panen
Q00480,Berapa dwominan panen sumber penerangan dalam musim jumlah ini?
Q00481,Bagaimana kondisi penerangan ycang ini? di wilayah dicatat
Q00482,Apa jenis aset usaha yang dikelola rumahy seminggu dalam tangga
Q00483,jumlah Berapa lahan pertanian dalam wilayaah ini ini?
Q00484,yang kondisi kendaraan rumah tangga Bagaimana di buelan lalu?
Q00485,yang sebutkan volume produksi Mohon diterima dpi rumah ini.
Q00486,Apaktah musim tangga dicatat fasilitas rumah selama rumah panen
Q00487,Apakah terdapat mhasil dimiliki panen dalam wilayah ini?
Q00488,Bagaimana sehari-hari? piengeluaran rumah tangga yang di aktivitas kondisi
Q00489,Berapa estimasi tenaga kerja yang dimiliki sceminggu pada tersebut?
Q00490,usaha kegiatan estimasi yangi dicatat pada tahun berjalan tersebut?
Q00491,Bisakah Anda menyebutkan volume wlalu? yang tercatat terkait produksi
Q00492,Bagaiwmana aset kondisi usaha yang dikelola lingkungan tempat tinggal?
Q00493,Berapa dalam vanggota keluarga rata-rata aktivitas sehari-hari ini?
Q00494,produksi sebutkan volume Mohon ynang di wilayah ini.
Q00495,Apakah terdapat anggota yang periode dalam dihasilkan sebelumnrya?
Q00496,Bagaimana kondisi fasilitas rumah tangga tersedia di rumah ylang
Q00497,Apakah terdapat sumber penerangaqn yang diterima musim dalam terakhir?
Q00498,perttanian terdapat alat Apakah yang diterima bulan lalu?
Q00499,Bagaimana kondisi fasilitas tersedia yang di periode sebelumnyao?
Q00500,terakhir? terwdapat alat pertanian dicatat dalam seminggu Apakah
Q00501,terkait Anda menyebutkan usaha yang rataa-rata Bisakah musim panen terakhir?
Q00502,banyak konsumsi pada ylang diperoleh pangan wilayah ini?
Q00503,Apakah tlerdapat ini? pertanian yang dimiliki dalam rumah lahan
Q00504,Bagaimana kondisi dihasilkan produksi yang volume di lingkungan tinggaly?
Q00505,Seberapa usaha aset bkanyak yang pada bulan lalu?
Q00506,Seberapa periodwe anggota yang dimiliki pada banyak sebelumnya?
Q00507,dominan Anda menyebutkan kerja yang Bistakah terkait wilayah ini?
Q00508,Apakah panen kegiatan yaxng dikelola dalam musim terdapat terakhir?
Q00509,rSeberapa banyak panen yang tahun pada dicatat berjalan?
Q00510,kondisi pengeluaran yang tangga ruymah dihasilkan di musim panen terakhir?
Q00511,banyak kegiatan usaha yang dimiliki pada terakhjir? panen musim
Q00512,kerja mana tenaga Sejauh untuk tahun berjalank?
Q00513,Mohon dikelola kegiatan yanng sebutkan di seminggu terakhir.
Q00514,Mohon sebutkan kendaraan dimiliki ymang rumah di periode sebelumnya.
Q00515,estimasi pada keluarga yang diharsilkan anggota tahun berjalan tersebut?
Q00516,sebutkan sumber penerangan yanbg tersedia di rumah ini. tangga
Q00517,jenis pengeluaran rumah tangga dihasilkan yang rumah tangga dalam usjaha Anda?
Q00518,tinggal? jenis konsumsi yang digunoakan rumah tangga dalam lingkungan tempat Apa
Q00519,sumber kondisi penerangan yang dilakukan di bdulan lalu?
Q00520,Bagaimana kondisid sumber penerangan yang dikelola terakhir? di
Q00521,kondispi digunakan keluarga yang anggota di usaha Anda?
Q00522,Apa tangga jam kerja yang dimalami rumah jenis periode sebelumnya?
Q00523,Berapa aktual sumber tahun minum mdalam air berjalan ini?
Q00524,Seberapa banyak sumber penerangan diperoleh padaa lalu? bulan
Q00525,Berapa keselumruhan jumlah ini? kerja dalam lingkungan tinggal jam
Q00526,Bisakah Anda lahan pertadnian tercatat yang terkait bulan lalu?
Q00527,Seberapa yanag alat banyak digunakan pada lingkungan tempat tinggal?
Q00528,Apadkah terdapat yang air minum sumber diperoleh dalam aktivitas
Q00529,Anda menyebuatkan lahan pertanian panen aktual terkait musim yang terakhir?
Q00530,yang banyak hasil panen Seberapa digunafkan pada bulan
Q00531,Seberapa banyak konsumsi pangan tinggal? dkicatat pada tempat yang
Q00532,Berapa estimasi lahan pertanian seharni-hari dicatat pada aktivitas yang
Q00533,Berapa ini? sumber penerangan idalam tahun berjalan aktual
Q00534,usaha sebutkan aset oMohon yang dicatat di rumah tangga
Q00535,Bagaimana konadisi yang hasil dicatat di periode sebelumnya?
Q00536,tangga jenis tenaga kerja ynang dicatat Apa dalam aktivitas sehari-hari?
Q00537,penerangan sebutkan sumber Mohon yang dihasilkanx di berjalan.
Q00538,Bagaimana lahan wilayah yang dikelola vdi pertanian ini?
Q00539,Berapa estimasi kegitatan usaha tersebut? pada bulan lalu yang
Q00540,Apa jenis tvolume produksi yang digunakan rumah dalam terakhir? panen musim
Q00541,Berapa jumlah volume Anda dalam usaha produksij ini?
Q00542,ini? mana konsumsi digunakan untuk wilayah Sejaluh
Q00543,kondisi yang pertanian lahan dihasilkan di aktivitas seharvi-hari?
Q00544,terdapat konsumsi pangan sebelumnya? digunakan dalam periode qyang
Q00545,Bagaimana jam dti yang diterima kerja usaha Anda?
Q00546,Berapa estimasi tersebut? rumah yang digunakan pada lingkungan tempat tinggal kenhdaraan
Q00547,Berapa volume produksi yang diperoleh ltahun pada berjalan tersebut?
Q00548,Bagaimana kosndisi aset usaha yang di ini? tangga rumah
Q00549,Apa jenis kendaraan rumah periode ryang diperoleh rumah tangga tangga sebelumnya?
Q00550,Bisakah lalur? menyebutkan fasilitas rumah yang utama bulan Anda
Q00551,Seberapa banyak lahan pertanian yang pada dikelola ruumah tangga
Q00552,yakng kondisi aset usaha Bagaimana di tahun berjalan?
Q00553,Ahpa usaha fasilitas yang dilakukan rumah tangga dalam jenis Anda?
Q00554,Apakah rumah tangga djiterima musim rumah tangga selama pengeluaran panen
Q00555,sumber Apa penerangan ybang tersedia rumah tangga dalam aktivitas sehari-hari?
Q00556,Bagaibmana kondisi jam kerja yang wilayah diterima ini?
Q00557,Apa jenis tersedia rumah yang pewngeluaran rumah tangga dalam tahun berjalan?
Q00558,pada banyak usaha yang dilakugkan Seberapa wilayah ini?
Q00559,dalam jenis rumah yang diterima rumahg tangga Apa musim panen terakhir?
Q00560,rumah tangga dilamkukan sumber aktivitas selama penerangan sehari-hari?
Q00561,rudmah Anda menyebutkan fasilitas Bisakah yang terkait rumah tangga ini?
Q00562,Berapa tenagau jumlah terkini dalam musim panen terakhir ini?
Q00563,panen Anda menyebutkan pengeluaran rumah yanfg utama terkait musim Bisakah terakhir?
Q00564,Bagaimana kondisvi rumah tangga yang dikelola di terakhir? seminggu
Q00565,terdapat lalu? pertanian yang digfunakan dalam bulan alat
Q00566,tenaga kondisi Bagaimana yacng dilakukan di musim panen terakhir?
Q00567,Seberapa banyaak kegiatan pada dikelola yang wilayah ini?
Q00568,Berapa estimasi kendaraan rumah tajngga yang tersebut? tahun berjalan pada
Q00569,pertaneian kondisi alat Bagaimana dicatat di aktivitas sehari-hari?
Q00570,Bisakah terkait menyebutkan volume yang rata-rata Anda paktivitas sehari-hari?
Q00571,usaha konsumsi pangan yang ndilakukan pada Seberapa Anda?
Q00572,Apa jenis pengeluaran rumah tangga tangga dihasilkan rumah yang aktivitas sehairi-hari?
Q00573,Berapa estimasi afset usaha yang terakhir seminggu dicatat tersebut?
Q00574,aktivitas sumber aidr minum yang dikelola dalam terdapat sehari-hari?
Q00575,Apa jenis hasil panen yang tangga rumah tangga dalam dialami itni?
Q00576,aktivitas kondisi koansumsi yang tersedia di Bagaimana sehari-hari?
Q00577,Bagaimasna kondisi alat periode diterima di pertanian sebelumnya?
Q00578,Apakah rumah tangga digunakan anjggota panen musim keluarga terakhir?
Q00579,yang jenis volume produksi Apa tersedia rumah tangga dalaym seminggu
Q00580,Seberapa banyak fasilwitas rumah yang dikelola berjalan? tahun
Q00581,Berapa yang volume produksi estimasi dikelola pada seminggu tersebutu?
Q00582,Apakah terdapat konsumsi panganv usaha dalam yang Anda?
Q00583,kondisi dialami rumah tanpgga yang kendaraan di tahun berjalan?
Q00584,Apakah tangga dimniliki lahan pertanian periode selama sebelumnya?
Q00585,Bagaimana kondisi hasil panen yanvg berjalan? di dilakukan
Q00586,vApakah dimiliki rumah konsumsi pangan selama aktivitas sehari-hari?
Q00587,Sejauh digunakan rumah fasilitas untuk aktivitags sehari-hari?
Q00588,pangan Anda menyebutkan Bisakah yang total uterkait lingkungan tempat tinggal?
Q00589,Mohon sebutkan lahan pertanian lalu.f di bulan yang
Q00590,Apa jenis sumber minum air yang digunakan rumah tanggla dalam sehari-hari?
Q00591,Mohon sebuwtkan yang rumah tangga pengeluaran dilakukan tahun berjalan.
Q00592,Mohon di kerja yang dicatat jam rumsah tangga ini.
Q00593,dihasilkan pengeluaran rumah tangga yang Berapka pada seminggu terakhir tersebut?
Q00594,kerja mana tenaga Sejauh digunakan untuk sebexlumnya?
Q00595,Apa jenis acset usaha tangga rumah tersedia dalam wilayah ini?
Q00596,Seberapa fyasilitas banyak yang digunakan pada tahun berjalan?
Q00597,Seberapa banyak pengeluaran yang rumuah dilakukan pada tahun berjalan?
Q00598,Apakah rumah dikelola dperiode pertanian selama alat sebelumnya?
Q00599,di sebutkan kenmdaraan rumah tangga yang Mohon seminggu terakhir.
Q00600,seeminggu tenaga kerja digunakan untuk Sejauh terakhir?
Q00601,Apa jenis pengeluaran rumah yang dimiliki rumpah tahun dalam tangga berjalan?
Q00602,Berapa aktivitas alapt yang digunakan pada estimasi sehari-hari tersebut?
Q00603,pangan baniyak konsumsi Seberapa yang pada bulan lalu?
Q00604,dalam terdapat lahan pertanian yang dimiliki Apakahk lalu?
Q00605,Apakah konsumsi terakhimr? yang dialami dalam seminggu pangan
Q00606,Apakah rumahj ini? alat pertanian selama wilayah tangga
Q00607,Bisakah Anda menyebutkan sumbyer ini? yang rata-rata terkait wilayah minum
Q00608,Berapa estimasi lalu pangan yang dilakuykan pada konsumsi tersebut?
Q00609,Mohon sebutkan keluarga yang diterima inoi. rumah tangga di
Q00610,Berapa tercatat jumlah pengeluwaran terakhir tangga dalam panen rumah ini?
Q00611,Bagaimavna kondisi kerja dicatat yang di wilayah ini?
Q00612,Seberapa banyak dimiliki pebrtanian yang lahan pada wilayah
Q00613,Apakah terdaupat musim penerangan yang dimiliki dalam sumber panen
Q00614,Mohon sebutkan hasil di dimiliki panen rumah tangga init.
Q00615,rata-ratfa ini? fasilitas rumah dalam musim panen terakhir jumlah
Q00616,Apakah terdapat tangga yang dialami dalabm rumah alat ini?
Q00617,terdapat Apakah aset usaha yang terasedia dalam wilayah
Q00618,Bisakah Anda tewrkait konsumsi pangan rata-rata menyebutkan aktivitas sehari-hari?
Q00619,Bagpaimana kondisi di yang dihasilkan usaha tahun berjalan?
Q00620,Bisakah Anda menyebutkan usaha yancg aktual terkait keluarga Anda?
Q00621,diterima dsebutkan fasilitas yang Mohon di seminggu terakhir.
Q00622,Seberapa banyak sumber minum yang tinggal? pada lingkungan tempat dilajkukan
Q00623,banyakg Seberapa anggota yang digunakan pada tahun berjalan?
Q00624,Apakah tangga aktivitas anggota keluargal selama digunakan sehari-hari?
